run_no,avg_susceptibility,avg_recovery_time,initial_population,initial_infected,average_death_rate,average_recovery_rate,quarantine_delay,mass_testing_intensity,social_distancing_intensity,lockdown_intensity,final_pop,day_max_infected,day_max_infetion,total_infected,total_recovered,total_deaths,total_quarantined,max_infected,max_variance,max_mean
251.0,100.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,90.0,4999.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
252.0,100.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,80.0,100.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
253.0,100.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,0.0,4996.0,1.0,1.0,6.0,1.0,4.0,5.0,2.0,0.577350269,1.333333333
254.0,100.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,80.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
255.0,100.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,90.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
256.0,100.0,504.0,5000.0,1.0,0.2,90.0,1.0,100.0,90.0,100.0,4997.0,2.0,2.0,4.0,0.0,3.0,4.0,2.0,0.7071067809999999,1.5
257.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,0.0,1918.0,41.0,32.0,2028.0,1894.0,3082.0,0.0,12.0,1.6138139930000002,2.375
258.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,80.0,2101.0,63.0,37.0,1927.0,1734.0,2899.0,0.0,13.0,1.572967515,2.132911392
259.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,90.0,2928.0,65.0,54.0,1165.0,1072.0,2072.0,0.0,9.0,1.3913072640000002,2.057441253
260.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,0.0,100.0,4808.0,10.0,9.0,248.0,123.0,192.0,0.0,11.0,1.914854216,2.5
261.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,0.0,3447.0,65.0,63.0,1205.0,674.0,1553.0,0.0,12.0,1.335497835,2.222222222
262.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,80.0,4559.0,65.0,29.0,301.0,242.0,441.0,0.0,9.0,1.41590544,2.056603774
263.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,90.0,4828.0,29.0,15.0,155.0,101.0,172.0,0.0,6.0,1.283377896,2.0
264.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,70.0,100.0,4810.0,31.0,22.0,197.0,156.0,190.0,0.0,7.0,1.222799287,2.2
265.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,0.0,4382.0,65.0,65.0,421.0,305.0,618.0,0.0,7.0,1.446096459,2.243902439
266.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,80.0,4830.0,57.0,37.0,102.0,106.0,170.0,0.0,6.0,2.167948339,3.0
267.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,90.0,4650.0,65.0,38.0,241.0,207.0,350.0,0.0,12.0,1.99569429,2.151515152
268.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,80.0,100.0,4811.0,63.0,30.0,98.0,101.0,189.0,0.0,6.0,1.85933936,5.0
269.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,0.0,4988.0,65.0,65.0,13.0,7.0,12.0,0.0,5.0,1.301708279,2.333333333
270.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,80.0,4941.0,65.0,60.0,35.0,35.0,59.0,0.0,6.0,2.309401077,4.0
271.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,90.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
272.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,0.0,90.0,100.0,4966.0,65.0,64.0,22.0,17.0,34.0,0.0,4.0,1.527525232,3.0
273.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,0.0,2006.0,33.0,26.0,2610.0,2004.0,2994.0,2252.0,12.0,1.466009554,2.070657507
274.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,80.0,2229.0,59.0,34.0,1770.0,1582.0,2771.0,1975.0,14.0,1.631780485,2.222222222
275.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,90.0,4593.0,57.0,6.0,313.0,254.0,407.0,303.0,8.0,1.73931746,2.325
276.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,0.0,100.0,4809.0,10.0,8.0,256.0,121.0,191.0,137.0,8.0,1.3663424309999999,2.118110236
277.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,0.0,4210.0,65.0,65.0,513.0,325.0,790.0,513.0,7.0,1.280811798,2.017142857
278.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
279.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0,4812.0,35.0,14.0,138.0,115.0,188.0,133.0,7.0,1.445524831,2.2
280.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0,4830.0,34.0,19.0,176.0,122.0,170.0,120.0,8.0,1.340455634,2.0
281.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,0.0,4997.0,5.0,5.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0
282.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,80.0,4830.0,65.0,34.0,118.0,102.0,170.0,114.0,6.0,1.250454463,2.333333333
283.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,90.0,4837.0,61.0,31.0,75.0,71.0,163.0,92.0,7.0,1.474135992,1.943396226
284.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,80.0,100.0,4842.0,65.0,36.0,97.0,102.0,158.0,115.0,6.0,1.4142135619999998,2.12
285.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,0.0,4997.0,29.0,17.0,3.0,1.0,3.0,3.0,3.0,1.4142135619999998,3.0
286.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,80.0,4972.0,65.0,62.0,36.0,19.0,28.0,30.0,5.0,1.7182493859999999,2.5714285709999998
287.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,90.0,4998.0,8.0,8.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0
288.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,90.0,100.0,4979.0,63.0,15.0,17.0,17.0,21.0,16.0,5.0,1.4142135619999998,2.222222222
289.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,0.0,1902.0,39.0,32.0,2501.0,1891.0,3098.0,3638.0,10.0,1.436220111,2.057318321
290.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,80.0,3723.0,65.0,21.0,719.0,706.0,1277.0,1568.0,11.0,1.6498720930000002,2.0714285709999998
291.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,90.0,4800.0,13.0,6.0,262.0,117.0,200.0,217.0,10.0,1.66936354,2.272727273
292.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,0.0,100.0,4808.0,9.0,7.0,262.0,120.0,192.0,225.0,7.0,1.606115763,2.1818181819999998
293.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,0.0,4247.0,65.0,50.0,435.0,359.0,753.0,948.0,8.0,1.424470591,2.184615385
294.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,80.0,4811.0,21.0,14.0,194.0,119.0,189.0,215.0,6.0,1.194920521,1.98019802
295.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,90.0,4830.0,45.0,21.0,132.0,96.0,170.0,200.0,5.0,1.169045194,2.166666667
296.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,70.0,100.0,4831.0,63.0,28.0,100.0,84.0,169.0,171.0,10.0,1.522506884,1.945945946
297.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,0.0,4868.0,65.0,42.0,59.0,71.0,132.0,158.0,6.0,1.445997611,2.0
298.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,80.0,4917.0,55.0,52.0,68.0,45.0,83.0,110.0,5.0,2.121320344,2.5
299.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,90.0,4885.0,54.0,30.0,75.0,57.0,115.0,133.0,6.0,1.4142135619999998,3.0
300.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,80.0,100.0,4909.0,65.0,32.0,81.0,68.0,91.0,126.0,5.0,1.4142135619999998,3.0
301.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,0.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
302.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,80.0,4980.0,36.0,15.0,17.0,15.0,20.0,28.0,6.0,2.0,2.285714286
303.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,90.0,4991.0,12.0,7.0,10.0,2.0,9.0,8.0,2.0,0.7071067809999999,2.0
304.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,60.0,90.0,100.0,4994.0,20.0,18.0,8.0,7.0,6.0,10.0,3.0,0.8944271909999999,2.0
305.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,0.0,2032.0,41.0,29.0,2368.0,2009.0,2968.0,4025.0,15.0,2.828427125,3.0
306.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,80.0,4822.0,10.0,8.0,242.0,117.0,178.0,245.0,5.0,1.183790752,2.12244898
307.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,90.0,4281.0,44.0,19.0,418.0,473.0,719.0,976.0,9.0,1.4521450009999999,2.285714286
308.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,0.0,100.0,4817.0,12.0,11.0,235.0,107.0,183.0,233.0,6.0,1.4077932880000001,2.1864406780000003
309.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,0.0,4635.0,65.0,65.0,235.0,184.0,365.0,551.0,6.0,1.2617266040000001,2.0
310.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,80.0,4826.0,33.0,22.0,139.0,118.0,174.0,237.0,5.0,1.212522644,2.25
311.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,90.0,4881.0,23.0,19.0,137.0,95.0,119.0,176.0,5.0,1.2210278829999999,1.9090909090000001
312.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,70.0,100.0,4804.0,26.0,16.0,183.0,102.0,196.0,226.0,8.0,1.864454471,2.666666667
313.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,0.0,4997.0,14.0,12.0,7.0,4.0,3.0,7.0,1.0,0.0,1.0
314.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,80.0,4999.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
315.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,90.0,4947.0,34.0,15.0,56.0,40.0,53.0,76.0,6.0,1.640399065,2.5
316.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,80.0,100.0,4918.0,42.0,9.0,61.0,31.0,82.0,104.0,6.0,1.567021236,2.3
317.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,0.0,4995.0,16.0,16.0,7.0,4.0,5.0,10.0,2.0,0.577350269,1.6666666669999999
318.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,80.0,4996.0,7.0,6.0,8.0,5.0,4.0,8.0,3.0,1.154700538,2.25
319.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,90.0,5000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
320.0,100.0,504.0,5000.0,1.0,0.2,90.0,3.0,100.0,90.0,100.0,4999.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0
321.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,0.0,0.0,1937.0,38.0,28.0,2285.0,1929.0,3063.0,0.0,11.0,1.797783675,2.27027027
322.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,0.0,80.0,2448.0,65.0,45.0,1419.0,1500.0,2552.0,0.0,12.0,1.4458268840000001,2.06557377
323.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,0.0,90.0,3895.0,65.0,36.0,643.0,668.0,1105.0,0.0,10.0,1.670471847,2.1087866109999998
324.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,0.0,100.0,4833.0,25.0,7.0,229.0,118.0,167.0,0.0,8.0,1.562804703,2.5
325.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,70.0,0.0,3955.0,65.0,65.0,759.0,492.0,1045.0,0.0,9.0,1.405127295,3.0
326.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,70.0,80.0,4620.0,40.0,24.0,330.0,264.0,380.0,0.0,7.0,1.361924634,1.952380952
327.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,70.0,90.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
328.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,70.0,100.0,4828.0,32.0,24.0,171.0,142.0,172.0,0.0,6.0,1.254241815,2.5
329.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,80.0,0.0,4512.0,65.0,65.0,332.0,224.0,488.0,0.0,12.0,1.4527264519999998,2.0319148940000002
330.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,80.0,80.0,4828.0,60.0,29.0,135.0,125.0,172.0,0.0,7.0,1.577621275,2.296296296
331.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,80.0,90.0,4818.0,58.0,46.0,104.0,114.0,182.0,0.0,6.0,1.427237069,2.171428571
332.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,80.0,100.0,4811.0,54.0,35.0,102.0,94.0,189.0,0.0,8.0,2.4013884869999997,2.285714286
333.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,90.0,0.0,4918.0,65.0,42.0,49.0,47.0,82.0,0.0,8.0,1.816590212,2.666666667
334.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,90.0,80.0,4855.0,65.0,45.0,79.0,69.0,145.0,0.0,7.0,1.6329931619999998,3.0
335.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,90.0,90.0,4957.0,65.0,65.0,33.0,22.0,43.0,0.0,6.0,1.5172324480000001,2.12
336.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,0.0,90.0,100.0,4928.0,65.0,48.0,75.0,45.0,72.0,0.0,7.0,1.4142135619999998,2.666666667
337.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,0.0,0.0,1981.0,39.0,32.0,2371.0,1965.0,3019.0,887.0,14.0,1.70014005,2.095238095
338.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,0.0,80.0,2204.0,63.0,48.0,1607.0,1477.0,2796.0,800.0,9.0,2.645751311,3.0
339.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,0.0,90.0,2801.0,56.0,30.0,1266.0,1207.0,2199.0,638.0,16.0,1.5563726930000001,2.121212121
340.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,0.0,100.0,4816.0,9.0,8.0,219.0,92.0,184.0,44.0,6.0,1.3944333780000002,1.954545455
341.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,70.0,0.0,5000.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
342.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,70.0,80.0,4857.0,40.0,22.0,161.0,121.0,143.0,61.0,9.0,1.589898669,2.8
343.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,70.0,90.0,4825.0,37.0,23.0,183.0,117.0,175.0,62.0,8.0,1.3619759009999999,1.954545455
344.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,70.0,100.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
345.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,80.0,0.0,4580.0,65.0,62.0,220.0,207.0,420.0,105.0,9.0,1.487377763,2.5
346.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,80.0,80.0,4805.0,65.0,36.0,120.0,122.0,195.0,53.0,7.0,2.828427125,3.0
347.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,80.0,90.0,4999.0,5.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0
348.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,80.0,100.0,4813.0,54.0,24.0,116.0,97.0,187.0,45.0,8.0,1.7404711330000002,2.272727273
349.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,90.0,0.0,4957.0,65.0,60.0,42.0,21.0,43.0,13.0,5.0,1.286683938,2.166666667
350.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,90.0,80.0,4999.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
351.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,90.0,90.0,4994.0,26.0,20.0,6.0,3.0,6.0,0.0,3.0,1.0,2.0
352.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,20.0,90.0,100.0,4975.0,65.0,64.0,23.0,13.0,25.0,6.0,5.0,2.309401077,3.0
353.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,0.0,0.0,1938.0,42.0,30.0,2277.0,1916.0,3062.0,2107.0,9.0,1.641586183,2.666666667
354.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,0.0,80.0,2306.0,65.0,47.0,1582.0,1333.0,2694.0,1787.0,12.0,2.228601953,2.833333333
355.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,0.0,90.0,3983.0,59.0,18.0,560.0,586.0,1017.0,705.0,11.0,1.59380886,2.028846154
356.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,0.0,100.0,4807.0,11.0,9.0,250.0,115.0,193.0,122.0,10.0,1.592105064,2.113207547
357.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,70.0,0.0,3420.0,65.0,65.0,997.0,720.0,1580.0,1070.0,8.0,1.5817376330000001,2.242424242
358.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,70.0,80.0,4503.0,65.0,37.0,257.0,249.0,497.0,335.0,7.0,1.366646084,2.129411765
359.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,70.0,90.0,4802.0,33.0,23.0,166.0,135.0,198.0,149.0,7.0,1.483239697,2.1875
360.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,70.0,100.0,4795.0,39.0,20.0,189.0,131.0,205.0,142.0,9.0,2.429971585,2.714285714
361.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,80.0,0.0,4733.0,65.0,62.0,227.0,105.0,267.0,159.0,6.0,2.5,2.25
362.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,80.0,80.0,4703.0,65.0,29.0,160.0,179.0,297.0,244.0,6.0,1.143987045,2.0
363.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,80.0,90.0,4852.0,61.0,46.0,116.0,95.0,148.0,109.0,6.0,1.7333000330000001,2.722222222
364.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,80.0,100.0,4836.0,65.0,38.0,99.0,100.0,164.0,130.0,5.0,1.014185106,1.9333333330000002
365.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,90.0,0.0,4952.0,65.0,38.0,37.0,33.0,48.0,41.0,5.0,1.303840481,3.0
366.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,90.0,80.0,4947.0,64.0,54.0,24.0,23.0,53.0,28.0,7.0,1.513555309,2.0
367.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,90.0,90.0,4932.0,65.0,22.0,46.0,43.0,68.0,52.0,5.0,1.303840481,2.0
368.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,60.0,90.0,100.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
369.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,0.0,0.0,2026.0,43.0,33.0,2290.0,1988.0,2974.0,2858.0,14.0,2.0,3.0
370.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,0.0,80.0,2624.0,65.0,49.0,1502.0,1196.0,2376.0,2364.0,11.0,1.602081979,2.0645161290000003
371.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,0.0,90.0,4634.0,30.0,27.0,284.0,208.0,366.0,330.0,8.0,1.6654184269999999,2.636363636
372.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,0.0,100.0,4793.0,11.0,8.0,269.0,131.0,207.0,194.0,8.0,1.408250583,2.129032258
373.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,70.0,0.0,4021.0,65.0,65.0,602.0,507.0,979.0,934.0,9.0,1.714206135,2.8
374.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,70.0,80.0,4800.0,42.0,31.0,127.0,104.0,200.0,161.0,5.0,1.489356176,2.272727273
375.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,70.0,90.0,4821.0,34.0,24.0,196.0,143.0,179.0,192.0,6.0,1.57958029,2.75
376.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,70.0,100.0,4809.0,30.0,17.0,183.0,109.0,191.0,171.0,10.0,1.603567451,2.333333333
377.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0,4786.0,65.0,53.0,161.0,97.0,214.0,214.0,5.0,1.516575089,2.6
378.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0,4860.0,51.0,20.0,127.0,105.0,140.0,139.0,6.0,1.322875656,3.0
379.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0,4890.0,55.0,22.0,99.0,87.0,110.0,131.0,7.0,1.597989809,2.666666667
380.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0,4837.0,63.0,29.0,118.0,121.0,163.0,170.0,6.0,1.373746515,2.055555556
381.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,90.0,0.0,5000.0,4.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0
382.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,90.0,80.0,5000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
383.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,90.0,90.0,4980.0,52.0,40.0,16.0,15.0,20.0,20.0,4.0,1.527525232,2.5
384.0,100.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,90.0,100.0,4988.0,30.0,25.0,12.0,9.0,12.0,14.0,4.0,1.527525232,2.666666667
