day,index,count turtles,count turtles with [infected? = false and recovered? = false],count turtles with [infected? = true],count turtles with [recovered? = true],death-count,quarantined-count,max-infected-others,variance-infected-others,mean-infected-others,run number,average-susceptibility,average-recovery-time,initial-population,initial-infected,average-death-rate,average-recovery-rate,quarantine-delay,mass-testing-intensity,social-distancing-intensity,lockdown-intensity
1,24,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
2,48,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
3,72,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
4,96,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
5,120,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
6,144,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
7,168,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
8,192,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
9,216,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
10,240,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
11,264,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
12,288,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
13,312,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
14,336,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
15,360,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
16,384,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
17,408,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
18,432,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
19,456,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
20,480,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
21,504,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
22,528,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
23,552,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
24,576,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
25,600,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
26,624,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
27,648,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
28,672,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
29,696,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
30,720,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
31,744,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
32,768,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
33,792,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
34,816,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
35,840,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
36,864,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
37,888,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
38,912,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
39,936,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
40,960,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
41,984,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
42,1008,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
43,1032,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
44,1056,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
45,1080,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
46,1104,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
47,1128,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
48,1152,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
49,1176,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
50,1200,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
51,1224,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
52,1248,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
53,1272,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
54,1296,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
55,1320,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
56,1344,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
57,1368,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
58,1392,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
59,1416,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
60,1440,,,,,,,,,,185.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,0.0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
1,24,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
2,48,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
3,72,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
4,96,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
5,120,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
6,144,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
7,168,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
8,192,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
9,216,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
10,240,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
11,264,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
12,288,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
13,312,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
14,336,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
15,360,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
16,384,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
17,408,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
18,432,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
19,456,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
20,480,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
21,504,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
22,528,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
23,552,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
24,576,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
25,600,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
26,624,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
27,648,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
28,672,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
29,696,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
30,720,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
31,744,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
32,768,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
33,792,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
34,816,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
35,840,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
36,864,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
37,888,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
38,912,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
39,936,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
40,960,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
41,984,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
42,1008,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
43,1032,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
44,1056,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
45,1080,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
46,1104,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
47,1128,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
48,1152,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
49,1176,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
50,1200,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
51,1224,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
52,1248,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
53,1272,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
54,1296,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
55,1320,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
56,1344,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
57,1368,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
58,1392,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
59,1416,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
60,1440,,,,,,,,,,186.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,80.0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
1,24,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
2,48,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
3,72,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
4,96,5000.0,4998.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
5,120,5000.0,4997.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
6,144,5000.0,4997.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
7,168,5000.0,4996.0,4.0,0.0,0.0,0.0,2.0,0.7071067809999999,1.5,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
8,192,4998.0,4995.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
9,216,4998.0,4995.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
10,240,4998.0,4993.0,5.0,0.0,2.0,1.0,3.0,1.4142135619999998,2.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
11,264,4997.0,4991.0,6.0,0.0,3.0,1.0,4.0,1.732050808,2.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
12,288,4997.0,4987.0,10.0,0.0,3.0,1.0,4.0,1.224744871,2.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
13,312,4996.0,4984.0,12.0,0.0,4.0,1.0,4.0,1.060660172,1.625,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
14,336,4995.0,4982.0,13.0,0.0,5.0,1.0,4.0,1.0,1.6666666669999999,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
15,360,4995.0,4981.0,14.0,0.0,5.0,2.0,4.0,0.971825316,1.7777777780000001,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
16,384,4994.0,4976.0,18.0,0.0,6.0,2.0,4.0,1.154700538,2.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
17,408,4992.0,4970.0,22.0,0.0,8.0,2.0,4.0,1.236033081,2.555555556,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
18,432,4990.0,4962.0,28.0,0.0,10.0,2.0,4.0,1.2513728720000001,2.214285714,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
19,456,4990.0,4959.0,31.0,0.0,10.0,2.0,5.0,1.342459609,2.4285714290000002,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
20,480,4989.0,4948.0,41.0,0.0,11.0,2.0,5.0,1.3717065819999998,2.25,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
21,504,4985.0,4934.0,51.0,0.0,15.0,2.0,6.0,1.372294022,1.962962963,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
22,528,4983.0,4930.0,53.0,0.0,17.0,9.0,6.0,1.327980709,2.074074074,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
23,552,4980.0,4926.0,54.0,0.0,20.0,9.0,6.0,1.276569477,2.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
24,576,4977.0,4920.0,56.0,1.0,23.0,9.0,6.0,1.358882205,2.0714285709999998,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
25,600,4975.0,4915.0,59.0,1.0,25.0,9.0,6.0,1.37177746,2.103448276,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
26,624,4972.0,4910.0,60.0,2.0,28.0,9.0,6.0,1.533693825,2.068965517,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
27,648,4968.0,4902.0,64.0,2.0,32.0,9.0,8.0,1.6940955340000001,2.03125,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
28,672,4964.0,4900.0,62.0,2.0,36.0,9.0,8.0,1.6770509830000002,2.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
29,696,4963.0,4895.0,64.0,4.0,37.0,39.0,8.0,1.605171822,1.918918919,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
30,720,4960.0,4892.0,64.0,4.0,40.0,39.0,8.0,1.5968051319999998,1.868421053,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
31,744,4957.0,4888.0,65.0,4.0,43.0,39.0,8.0,1.587772345,1.918918919,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
32,768,4952.0,4877.0,70.0,5.0,48.0,39.0,8.0,1.510758759,1.837209302,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
33,792,4950.0,4871.0,70.0,9.0,50.0,39.0,8.0,1.4805131519999999,1.888888889,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
34,816,4949.0,4866.0,73.0,10.0,51.0,39.0,8.0,1.464062246,1.891304348,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
35,840,4939.0,4865.0,62.0,12.0,61.0,39.0,8.0,1.549193338,1.9,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
36,864,4937.0,4865.0,60.0,12.0,63.0,55.0,8.0,1.549193338,1.9,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
37,888,4936.0,4865.0,58.0,13.0,64.0,55.0,8.0,1.562464574,1.9230769230000002,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
38,912,4933.0,4859.0,61.0,13.0,67.0,55.0,8.0,1.530784149,1.88372093,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
39,936,4930.0,4856.0,61.0,13.0,70.0,55.0,8.0,1.533675151,1.9302325580000002,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
40,960,4924.0,4854.0,55.0,15.0,76.0,55.0,8.0,1.575249268,1.925,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
41,984,4920.0,4848.0,55.0,17.0,80.0,55.0,8.0,1.6044906490000002,1.9756097559999999,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
42,1008,4917.0,4843.0,52.0,22.0,83.0,55.0,8.0,1.60790729,2.0,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
43,1032,4917.0,4841.0,52.0,24.0,83.0,74.0,8.0,1.5841444830000002,1.954545455,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
44,1056,4916.0,4837.0,53.0,26.0,84.0,74.0,8.0,1.5549515740000002,1.934782609,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
45,1080,4914.0,4833.0,51.0,30.0,86.0,74.0,8.0,1.548569544,1.956521739,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
46,1104,4910.0,4829.0,49.0,32.0,90.0,74.0,8.0,1.6008026780000002,2.093023256,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
47,1128,4909.0,4826.0,47.0,36.0,91.0,74.0,8.0,1.673541143,2.113636364,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
48,1152,4907.0,4823.0,47.0,37.0,93.0,74.0,8.0,1.721814875,2.111111111,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
49,1176,4904.0,4820.0,46.0,38.0,96.0,74.0,8.0,1.71043967,2.086956522,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
50,1200,4901.0,4819.0,44.0,38.0,99.0,84.0,8.0,1.559266857,1.977777778,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
51,1224,4900.0,4819.0,39.0,42.0,100.0,84.0,8.0,1.546153927,1.9318181819999998,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
52,1248,4899.0,4818.0,37.0,44.0,101.0,84.0,8.0,1.534781924,1.9111111109999999,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
53,1272,4898.0,4817.0,35.0,46.0,102.0,84.0,8.0,1.52356688,1.891304348,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
54,1296,4896.0,4817.0,32.0,47.0,104.0,84.0,8.0,1.52356688,1.891304348,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
55,1320,4894.0,4815.0,32.0,47.0,106.0,84.0,8.0,1.5125133309999998,1.8723404259999998,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
56,1344,4892.0,4815.0,28.0,49.0,108.0,84.0,8.0,1.52356688,1.891304348,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
57,1368,4889.0,4815.0,24.0,50.0,111.0,97.0,8.0,1.552465134,1.9090909090000001,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
58,1392,4888.0,4815.0,23.0,50.0,112.0,97.0,8.0,1.552465134,1.9090909090000001,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
59,1416,4887.0,4815.0,21.0,51.0,113.0,97.0,8.0,1.570774051,1.906976744,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
60,1440,4884.0,4815.0,18.0,51.0,116.0,97.0,8.0,1.570774051,1.906976744,187.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,90.0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
1,24,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
2,48,5000.0,4997.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
3,72,5000.0,4995.0,5.0,0.0,0.0,0.0,3.0,1.4142135619999998,2.0,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
4,96,5000.0,4994.0,6.0,0.0,0.0,0.0,3.0,0.7071067809999999,2.5,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
5,120,5000.0,4989.0,11.0,0.0,0.0,0.0,3.0,0.786795792,1.428571429,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
6,144,4998.0,4987.0,11.0,0.0,2.0,0.0,3.0,0.98319208,1.8333333330000001,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
7,168,4998.0,4984.0,14.0,0.0,2.0,0.0,3.0,0.8164965809999999,2.0,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
8,192,4998.0,4977.0,21.0,0.0,2.0,1.0,3.0,0.831209415,1.9090909090000001,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
9,216,4996.0,4968.0,28.0,0.0,4.0,1.0,3.0,0.774596669,1.75,188.0,60.0,504.0,5000.0,1.0,0.2,90.0,7.0,100.0,80.0,100.0
