day,index,count turtles,count turtles with [infected? = false and recovered? = false],count turtles with [infected? = true],count turtles with [recovered? = true],death-count,quarantined-count,max-infected-others,variance-infected-others,mean-infected-others,run number,average-susceptibility,average-recovery-time,initial-population,initial-infected,average-death-rate,average-recovery-rate,quarantine-delay,mass-testing-intensity,social-distancing-intensity,lockdown-intensity
4,96,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
5,120,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
6,144,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
7,168,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
8,192,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
9,216,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
10,240,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
11,264,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
12,288,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
13,312,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
14,336,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
15,360,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
16,384,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
17,408,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
18,432,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
19,456,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
20,480,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
21,504,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
22,528,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
23,552,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
24,576,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
25,600,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
26,624,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
27,648,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
28,672,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
29,696,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
30,720,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
31,744,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
32,768,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
33,792,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
34,816,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
35,840,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
36,864,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
37,888,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
38,912,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
39,936,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
40,960,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
41,984,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
42,1008,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
43,1032,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
44,1056,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
45,1080,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
46,1104,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
47,1128,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
48,1152,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
49,1176,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
50,1200,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
51,1224,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
52,1248,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
53,1272,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
54,1296,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
55,1320,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
56,1344,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
57,1368,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
58,1392,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
59,1416,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
60,1440,,,,,,,,,,37.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,0.0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
1,24,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
2,48,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
3,72,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
4,96,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
5,120,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
6,144,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
7,168,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
8,192,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
9,216,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
10,240,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
11,264,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
12,288,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
13,312,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
14,336,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
15,360,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
16,384,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
17,408,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
18,432,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
19,456,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
20,480,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
21,504,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
22,528,5000.0,4999.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
23,552,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
24,576,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
25,600,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
26,624,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
27,648,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
28,672,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
29,696,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
30,720,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
31,744,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
32,768,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
33,792,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
34,816,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
35,840,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
36,864,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
37,888,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
38,912,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
39,936,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
40,960,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
41,984,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
42,1008,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
43,1032,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
44,1056,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
45,1080,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
46,1104,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
47,1128,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
48,1152,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
49,1176,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
50,1200,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
51,1224,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
52,1248,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
53,1272,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
54,1296,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
55,1320,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
56,1344,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
57,1368,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
58,1392,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
59,1416,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
60,1440,,,,,,,,,,38.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,80.0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
1,24,5000.0,4997.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
2,48,5000.0,4996.0,4.0,0.0,0.0,1.0,2.0,0.7071067809999999,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
3,72,5000.0,4996.0,4.0,0.0,0.0,2.0,2.0,0.7071067809999999,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
4,96,5000.0,4995.0,5.0,0.0,0.0,2.0,2.0,0.577350269,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
5,120,5000.0,4995.0,5.0,0.0,0.0,4.0,2.0,0.577350269,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
6,144,4999.0,4993.0,6.0,0.0,1.0,4.0,2.0,0.447213595,1.2,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
7,168,4999.0,4992.0,7.0,0.0,1.0,4.0,2.0,0.5477225579999999,1.4,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
8,192,4999.0,4991.0,8.0,0.0,1.0,6.0,2.0,0.516397779,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
9,216,4999.0,4991.0,8.0,0.0,1.0,8.0,2.0,0.516397779,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
10,240,4999.0,4991.0,6.0,2.0,1.0,9.0,2.0,0.516397779,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
11,264,4999.0,4991.0,6.0,2.0,1.0,9.0,2.0,0.516397779,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
12,288,4999.0,4991.0,6.0,2.0,1.0,9.0,2.0,0.516397779,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
13,312,4999.0,4991.0,6.0,2.0,1.0,9.0,2.0,0.516397779,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
14,336,4999.0,4991.0,6.0,2.0,1.0,9.0,2.0,0.516397779,1.333333333,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
15,360,4998.0,4991.0,5.0,2.0,2.0,9.0,2.0,0.5477225579999999,1.4,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
16,384,4998.0,4991.0,5.0,2.0,2.0,9.0,2.0,0.5477225579999999,1.4,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
17,408,4998.0,4991.0,5.0,2.0,2.0,9.0,2.0,0.5477225579999999,1.4,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
18,432,4997.0,4991.0,4.0,2.0,3.0,9.0,2.0,0.5477225579999999,1.4,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
19,456,4997.0,4991.0,4.0,2.0,3.0,9.0,2.0,0.5477225579999999,1.4,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
20,480,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
21,504,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
22,528,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
23,552,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
24,576,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
25,600,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
26,624,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
27,648,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
28,672,4996.0,4991.0,3.0,2.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
29,696,4996.0,4991.0,2.0,3.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
30,720,4996.0,4991.0,2.0,3.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
31,744,4996.0,4991.0,2.0,3.0,4.0,9.0,2.0,0.577350269,1.5,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
32,768,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
33,792,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
34,816,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
35,840,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
36,864,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
37,888,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
38,912,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
39,936,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
40,960,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
41,984,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
42,1008,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
43,1032,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
44,1056,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
45,1080,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
46,1104,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
47,1128,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
48,1152,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
49,1176,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
50,1200,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
51,1224,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
52,1248,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
53,1272,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
54,1296,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
55,1320,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
56,1344,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
57,1368,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
58,1392,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
59,1416,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
60,1440,,,,,,,,,,39.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,90.0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
1,24,5000.0,4990.0,10.0,0.0,0.0,0.0,3.0,0.8366600270000001,1.5,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
2,48,4998.0,4986.0,12.0,0.0,2.0,1.0,3.0,1.095445115,2.2,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
3,72,4997.0,4984.0,13.0,0.0,3.0,7.0,3.0,0.98319208,2.166666667,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
4,96,4997.0,4981.0,16.0,0.0,3.0,9.0,3.0,0.9258200999999999,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
5,120,4995.0,4981.0,14.0,0.0,5.0,14.0,3.0,1.0,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
6,144,4995.0,4981.0,14.0,0.0,5.0,14.0,3.0,1.0,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
7,168,4995.0,4981.0,14.0,0.0,5.0,15.0,3.0,1.0,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
8,192,4994.0,4981.0,13.0,0.0,6.0,17.0,3.0,1.0,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
9,216,4994.0,4981.0,13.0,0.0,6.0,17.0,3.0,1.0,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
10,240,4994.0,4981.0,13.0,0.0,6.0,17.0,3.0,1.0,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
11,264,4994.0,4981.0,13.0,0.0,6.0,17.0,3.0,1.0,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
12,288,4994.0,4981.0,13.0,0.0,6.0,17.0,3.0,1.0,2.0,40.0,60.0,504.0,5000.0,1.0,0.2,90.0,1.0,60.0,70.0,100.0
