day,index,count turtles,count turtles with [infected? = False],count turtles with [infected? = True],count turtles with [recovered? = True],count turtles-on patches with [quarantine? = True],mean-infected-count,variance-infected-count,max-infected-count,run number,initial-infected,average-vulnerability,average-death-rate,health-capacity,male-fraction,initial-population,testing-accuracy,average-recovery-rate,elder-fraction,average-recovery-time,asymptomatic-fraction,infected-movement?,social-distancing-intensity,mass-testing-intensity,quarantine-delay,contact-tracing?,contact-tracing-delay,lockdown-intensity
68,1632,4534.0,4215.0,319.0,4215.0,0.0,2.009198423127464,1.6438884815170658,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
69,1656,4534.0,4260.0,274.0,4260.0,0.0,2.009198423127464,1.6438884815170651,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
70,1680,4533.0,4307.0,226.0,4307.0,0.0,2.009640666082384,1.6441129424508691,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
71,1704,4533.0,4342.0,191.0,4342.0,0.0,2.009640666082384,1.6441129424508645,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
72,1728,4533.0,4378.0,155.0,4378.0,0.0,2.009640666082384,1.6441129424508651,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
73,1752,4532.0,4406.0,126.0,4406.0,0.0,2.009640666082384,1.6441129424508685,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
74,1776,4532.0,4426.0,106.0,4426.0,0.0,2.009640666082384,1.6441129424508645,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
75,1800,4531.0,4441.0,90.0,4441.0,0.0,2.009640666082384,1.6441129424508614,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
76,1824,4531.0,4455.0,76.0,4455.0,0.0,2.009640666082384,1.6441129424508594,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
77,1848,4531.0,4473.0,58.0,4473.0,0.0,2.009640666082384,1.6441129424508674,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
78,1872,4531.0,4487.0,44.0,4487.0,0.0,2.009640666082384,1.644112942450867,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
79,1896,4531.0,4497.0,34.0,4497.0,0.0,2.009640666082384,1.6441129424508645,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
80,1920,4530.0,4506.0,24.0,4506.0,0.0,2.009640666082384,1.6441129424508698,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
81,1944,4530.0,4513.0,17.0,4513.0,0.0,2.009640666082384,1.6441129424508656,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
82,1968,4530.0,4514.0,16.0,4514.0,0.0,2.009640666082384,1.6441129424508605,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
83,1992,4530.0,4518.0,12.0,4518.0,0.0,2.009640666082384,1.6441129424508598,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
84,2016,4530.0,4522.0,8.0,4522.0,0.0,2.009640666082384,1.6441129424508638,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
85,2040,4530.0,4526.0,4.0,4526.0,0.0,2.009640666082384,1.644112942450862,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
86,2064,4530.0,4526.0,4.0,4526.0,0.0,2.009640666082384,1.6441129424508687,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
87,2088,4530.0,4526.0,4.0,4526.0,0.0,2.009640666082384,1.6441129424508607,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
88,2112,4530.0,4528.0,2.0,4528.0,0.0,2.009640666082384,1.6441129424508718,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
89,2136,4530.0,4528.0,2.0,4528.0,0.0,2.009640666082384,1.6441129424508631,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
90,2160,4530.0,4528.0,2.0,4528.0,0.0,2.009640666082384,1.6441129424508625,20.0,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
91,2184,,,,,,,,,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
92,2208,,,,,,,,,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
93,2232,,,,,,,,,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
94,2256,,,,,,,,,3,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
1,24,5000.0,4985.0,15.0,0.0,0.0,1.75,0.8864052604279183,3.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
2,48,5000.0,4962.0,38.0,0.0,0.0,2.055555555555556,0.8726040960806521,4.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
3,72,5000.0,4928.0,72.0,0.0,0.0,1.8205128205128205,0.913979006778224,4.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
4,96,4998.0,4894.0,104.0,0.0,0.0,1.6885245901639343,0.9405846339122876,4.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
5,120,4994.0,4850.0,144.0,0.0,0.0,1.6590909090909092,0.9929216569940948,5.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
6,144,4992.0,4793.0,199.0,1.0,0.0,1.75,1.0032555701965649,5.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
7,168,4992.0,4751.0,241.0,1.0,0.0,1.8014705882352944,1.0598382332271379,6.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
8,192,4991.0,4700.0,291.0,1.0,0.0,1.798780487804878,1.1031459645048969,7.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
9,216,4990.0,4631.0,359.0,1.0,0.0,1.8109452736318408,1.1636492607268103,9.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
10,240,4989.0,4583.0,406.0,3.0,0.0,1.8237885462555063,1.1729841337794455,10.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
11,264,4988.0,4526.0,462.0,7.0,0.0,1.865612648221344,1.1942833908319908,10.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
12,288,4985.0,4441.0,544.0,12.0,0.0,1.9146757679180888,1.320111678284709,12.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
13,312,4984.0,4340.0,644.0,14.0,0.0,1.9269005847953216,1.3211260133563367,12.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
14,336,4984.0,4242.0,742.0,16.0,0.0,1.8787128712871288,1.3170545100203517,12.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
15,360,4977.0,4150.0,827.0,23.0,0.0,1.9146067415730337,1.307251997202023,12.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
16,384,4972.0,4043.0,929.0,28.0,0.0,1.921686746987952,1.3153984968434655,12.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
17,408,4969.0,3925.0,1044.0,42.0,0.0,1.9070175438596493,1.2962511377020849,12.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
18,432,4961.0,3799.0,1162.0,55.0,0.0,1.970873786407767,1.351795569304691,13.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
19,456,4957.0,3647.0,1310.0,66.0,0.0,1.9713876967095847,1.3696609048136863,13.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
20,480,4949.0,3512.0,1437.0,88.0,0.0,1.990861618798956,1.429354272294863,13.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
21,504,4947.0,3360.0,1587.0,100.0,0.0,1.9940898345153664,1.498310863208229,13.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
22,528,4939.0,3180.0,1759.0,116.0,0.0,2.009646302250804,1.538111399521756,14.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
23,552,4930.0,2983.0,1947.0,143.0,0.0,2.01542912246866,1.5427477411110262,14.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
24,576,4927.0,2795.0,2132.0,182.0,0.0,2.0351802990325423,1.5918456346901129,14.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
25,600,4923.0,2657.0,2266.0,208.0,0.0,2.015484922575387,1.5743420351935506,15.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
26,624,4915.0,2521.0,2394.0,245.0,0.0,2.0191277735271616,1.5703321908544792,15.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
27,648,4896.0,2404.0,2492.0,290.0,0.0,2.0218023255813957,1.5801831724047009,15.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
28,672,4881.0,2299.0,2582.0,352.0,0.0,2.0241046831955924,1.5716642195717805,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
29,696,4872.0,2207.0,2665.0,414.0,0.0,2.032236842105263,1.5807058353608676,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
30,720,4858.0,2152.0,2706.0,474.0,0.0,2.034438775510204,1.5812680415082725,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
31,744,4841.0,2107.0,2734.0,544.0,0.0,2.035272277227723,1.5865123226649591,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
32,768,4828.0,2066.0,2762.0,624.0,0.0,2.0220107079119574,1.5781592660225816,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
33,792,4812.0,1985.0,2827.0,676.0,0.0,2.0276338514680483,1.5669898303852732,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
34,816,4802.0,1984.0,2818.0,780.0,0.0,2.026890756302521,1.5677361580525688,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
35,840,4786.0,1953.0,2833.0,871.0,0.0,2.02835332606325,1.5644937910307744,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
36,864,4772.0,1941.0,2831.0,973.0,0.0,2.0249336870026524,1.5659304155021647,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
37,888,4760.0,1969.0,2791.0,1093.0,0.0,2.021784232365145,1.5625822344301905,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
38,912,4745.0,2007.0,2738.0,1210.0,0.0,2.0177845528455283,1.5628467144598666,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
39,936,4733.0,2020.0,2713.0,1323.0,0.0,2.023453093812375,1.560543465730054,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
40,960,4716.0,2087.0,2629.0,1461.0,0.0,2.0241260462826194,1.5583586514558987,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
41,984,4701.0,2143.0,2558.0,1597.0,0.0,2.0222329627839537,1.5528997776406923,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
42,1008,4689.0,2195.0,2494.0,1710.0,0.0,2.0224236641221376,1.5485686805468375,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
43,1032,4680.0,2275.0,2405.0,1850.0,0.0,2.020235294117647,1.5444039498880415,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
44,1056,4671.0,2346.0,2325.0,1982.0,0.0,2.0223255813953487,1.545182454931735,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
45,1080,4664.0,2415.0,2249.0,2122.0,0.0,2.020164986251146,1.5383099184291624,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
46,1104,4653.0,2482.0,2171.0,2267.0,0.0,2.018460153084196,1.5343283787212325,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
47,1128,4644.0,2550.0,2094.0,2410.0,0.0,2.015500442869796,1.5321770305793134,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
48,1152,4630.0,2642.0,1988.0,2550.0,0.0,2.0153913808267365,1.5308042883801043,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
49,1176,4622.0,2727.0,1895.0,2671.0,0.0,2.013543031891656,1.529228656005251,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
50,1200,4616.0,2827.0,1789.0,2802.0,0.0,2.0152173913043483,1.530389192100232,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
51,1224,4606.0,2944.0,1662.0,2926.0,0.0,2.014372822299652,1.5308769322320384,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
52,1248,4596.0,3047.0,1549.0,3033.0,0.0,2.010893246187364,1.530669840555753,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
53,1272,4586.0,3159.0,1427.0,3150.0,0.0,2.009606986899563,1.5316364734211223,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
54,1296,4576.0,3257.0,1319.0,3251.0,0.0,2.0083150984682714,1.5314625081288402,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
55,1320,4570.0,3353.0,1217.0,3353.0,0.0,2.0087527352297587,1.5316030064588482,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
56,1344,4565.0,3460.0,1105.0,3460.0,0.0,2.008756567425569,1.5319383952661738,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
57,1368,4563.0,3554.0,1009.0,3554.0,0.0,2.008756567425569,1.5319383952661754,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
58,1392,4556.0,3633.0,923.0,3633.0,0.0,2.009644892590969,1.5326544758243672,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
59,1416,4552.0,3719.0,833.0,3719.0,0.0,2.009649122807017,1.5329906815454606,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
60,1440,4548.0,3804.0,744.0,3804.0,0.0,2.0096575943810358,1.5333773741918937,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
61,1464,4545.0,3872.0,673.0,3872.0,0.0,2.0083479789103693,1.5333424509301696,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
62,1488,4541.0,3936.0,605.0,3936.0,0.0,2.0079190497140345,1.533639441689673,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
63,1512,4541.0,4001.0,540.0,4001.0,0.0,2.0079190497140345,1.5336394416896704,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
64,1536,4538.0,4062.0,476.0,4062.0,0.0,2.0079190497140345,1.5336394416896713,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
65,1560,4537.0,4125.0,412.0,4125.0,0.0,2.0074823943661966,1.5338357302025685,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
66,1584,4534.0,4186.0,348.0,4186.0,0.0,2.0079260237780714,1.5340277426533206,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
67,1608,4532.0,4237.0,295.0,4237.0,0.0,2.0083737329219917,1.5345579563134788,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
68,1632,4531.0,4281.0,250.0,4281.0,0.0,2.0083737329219917,1.5345579563134781,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
69,1656,4528.0,4326.0,202.0,4326.0,0.0,2.007936507936508,1.534755008023259,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
70,1680,4528.0,4356.0,172.0,4356.0,0.0,2.007936507936508,1.534755008023264,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
71,1704,4528.0,4390.0,138.0,4390.0,0.0,2.007936507936508,1.534755008023264,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
72,1728,4527.0,4413.0,114.0,4413.0,0.0,2.007940008822232,1.535093610113046,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
73,1752,4527.0,4429.0,98.0,4429.0,0.0,2.007940008822232,1.5350936101130448,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
74,1776,4526.0,4448.0,78.0,4448.0,0.0,2.008384819064431,1.5352863109874375,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
75,1800,4526.0,4459.0,67.0,4459.0,0.0,2.008384819064431,1.5352863109874355,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
76,1824,4526.0,4472.0,54.0,4472.0,0.0,2.008384819064431,1.5352863109874346,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
77,1848,4526.0,4484.0,42.0,4484.0,0.0,2.008384819064431,1.5352863109874355,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
78,1872,4525.0,4489.0,36.0,4489.0,0.0,2.0088300220750552,1.5354790287925135,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
79,1896,4525.0,4497.0,28.0,4497.0,0.0,2.0088300220750552,1.5354790287925142,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
80,1920,4525.0,4507.0,18.0,4507.0,0.0,2.0088300220750552,1.5354790287925135,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
81,1944,4525.0,4512.0,13.0,4512.0,0.0,2.0088300220750552,1.5354790287925133,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
82,1968,4525.0,4515.0,10.0,4515.0,0.0,2.0088300220750552,1.5354790287925166,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
83,1992,4525.0,4517.0,8.0,4517.0,0.0,2.0088300220750552,1.5354790287925142,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
84,2016,4525.0,4521.0,4.0,4521.0,0.0,2.0088300220750552,1.5354790287925129,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
85,2040,4525.0,4522.0,3.0,4522.0,0.0,2.0088300220750552,1.5354790287925146,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
86,2064,4525.0,4522.0,3.0,4522.0,0.0,2.0088300220750552,1.5354790287925135,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
87,2088,4525.0,4524.0,1.0,4524.0,0.0,2.0088300220750552,1.5354790287925149,16.0,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
88,2112,,,,,,,,,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
89,2136,,,,,,,,,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
90,2160,,,,,,,,,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
91,2184,,,,,,,,,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
92,2208,,,,,,,,,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
93,2232,,,,,,,,,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
94,2256,,,,,,,,,4,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
1,24,5000.0,4984.0,16.0,0.0,0.0,1.5,0.8498365855987975,3.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
2,48,5000.0,4960.0,40.0,0.0,0.0,1.6956521739130437,1.0632190661423901,5.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
3,72,5000.0,4943.0,57.0,0.0,0.0,1.75,1.0472698761772856,5.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
4,96,5000.0,4915.0,85.0,0.0,0.0,1.9090909090909087,1.1776638644323996,5.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
5,120,5000.0,4884.0,116.0,1.0,0.0,1.8412698412698407,1.095538594987889,5.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
6,144,5000.0,4849.0,151.0,1.0,0.0,1.9610389610389607,1.2187305565688813,6.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
7,168,4999.0,4806.0,193.0,1.0,0.0,1.8737864077669903,1.405030260301343,8.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
8,192,4999.0,4762.0,237.0,2.0,0.0,1.966942148760331,1.505179304366098,11.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
9,216,4996.0,4698.0,298.0,4.0,0.0,1.9610389610389607,1.454688686607105,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
10,240,4996.0,4651.0,345.0,5.0,0.0,2.0,1.4700066463216706,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
11,264,4993.0,4601.0,392.0,9.0,0.0,2.0,1.5329709716755893,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
12,288,4993.0,4538.0,455.0,13.0,0.0,2.0042735042735043,1.5124600182644878,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
13,312,4993.0,4476.0,517.0,17.0,0.0,2.011278195488722,1.525835577350218,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
14,336,4992.0,4402.0,590.0,18.0,0.0,2.0232558139534884,1.6358863135950945,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
15,360,4988.0,4313.0,675.0,21.0,0.0,2.0231213872832368,1.5768387278438467,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
16,384,4985.0,4217.0,768.0,32.0,0.0,1.9828009828009827,1.5432034422704932,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
17,408,4984.0,4106.0,878.0,37.0,0.0,1.9806451612903224,1.5388824079923975,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
18,432,4983.0,4001.0,982.0,50.0,0.0,2.013565891472868,1.5597516847177877,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
19,456,4982.0,3917.0,1065.0,62.0,0.0,1.9964788732394363,1.5578174925006016,12.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
20,480,4973.0,3825.0,1148.0,74.0,0.0,2.0147299509001635,1.5789950271632898,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
21,504,4965.0,3691.0,1274.0,90.0,0.0,2.014705882352941,1.5868814839640522,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
22,528,4957.0,3558.0,1399.0,107.0,0.0,2.007936507936508,1.5996491258287802,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
23,552,4950.0,3407.0,1543.0,133.0,0.0,2.0023781212841856,1.6176096576347316,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
24,576,4943.0,3263.0,1680.0,151.0,0.0,2.0032715376226826,1.6149513577743528,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
25,600,4935.0,3131.0,1804.0,175.0,0.0,2.005040322580645,1.6031549364108018,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
26,624,4930.0,2976.0,1954.0,201.0,0.0,1.9972350230414744,1.593631150714843,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
27,648,4919.0,2823.0,2096.0,236.0,0.0,2.004280821917808,1.5977111402417157,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
28,672,4905.0,2673.0,2232.0,282.0,0.0,1.9952644041041832,1.5858705670109756,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
29,696,4896.0,2529.0,2367.0,332.0,0.0,1.98900293255132,1.5670008280158503,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
30,720,4885.0,2412.0,2473.0,397.0,0.0,1.9760273972602742,1.5457742611449323,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
31,744,4874.0,2298.0,2576.0,458.0,0.0,1.9785992217898836,1.5458163535101388,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
32,768,4864.0,2213.0,2651.0,527.0,0.0,1.9771181199752628,1.5455448129498068,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
33,792,4857.0,2082.0,2775.0,593.0,0.0,1.9784004670169293,1.5528465001679534,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
34,816,4837.0,1948.0,2889.0,652.0,0.0,1.981636060100167,1.5570791694964643,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
35,840,4825.0,1848.0,2977.0,738.0,0.0,1.976744186046512,1.559837132372233,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
