day,index,count turtles,count turtles with [infected? = False],count turtles with [infected? = True],count turtles with [recovered? = True],count turtles-on patches with [quarantine? = True],mean-infected-count,variance-infected-count,max-infected-count,run number,initial-infected,average-vulnerability,average-death-rate,health-capacity,male-fraction,initial-population,testing-accuracy,average-recovery-rate,elder-fraction,average-recovery-time,asymptomatic-fraction,infected-movement?,social-distancing-intensity,mass-testing-intensity,quarantine-delay,contact-tracing?,contact-tracing-delay,lockdown-intensity
36,864,4815.0,1776.0,3039.0,821.0,0.0,1.976602238046796,1.550330130311535,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
37,888,4798.0,1744.0,3054.0,912.0,0.0,1.9831013916500997,1.557041631149226,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
38,912,4777.0,1715.0,3062.0,1012.0,0.0,1.9767554479418885,1.5453236944066913,13.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
39,936,4757.0,1675.0,3082.0,1103.0,0.0,1.9693540782649692,1.5340487826317581,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
40,960,4745.0,1693.0,3052.0,1236.0,0.0,1.957398076042144,1.5178494998075258,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
41,984,4735.0,1728.0,3007.0,1375.0,0.0,1.962696629213483,1.5181610154413978,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
42,1008,4721.0,1761.0,2960.0,1482.0,0.0,1.9627659574468088,1.5172142082202866,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
43,1032,4701.0,1830.0,2871.0,1618.0,0.0,1.961892247043364,1.5210593870223301,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
44,1056,4687.0,1907.0,2780.0,1748.0,0.0,1.9546827794561932,1.5133604322366947,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
45,1080,4672.0,2000.0,2672.0,1877.0,0.0,1.9553264604811,1.5127809525917244,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
46,1104,4658.0,2121.0,2537.0,2030.0,0.0,1.9530516431924885,1.5120969204450605,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
47,1128,4642.0,2225.0,2417.0,2168.0,0.0,1.9574829931972788,1.5155157132836246,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
48,1152,4626.0,2335.0,2291.0,2306.0,0.0,1.9584217225286382,1.5164526855038216,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
49,1176,4618.0,2459.0,2159.0,2444.0,0.0,1.9563744176196527,1.5166458539134158,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
50,1200,4607.0,2595.0,2012.0,2585.0,0.0,1.9584040747028864,1.5173341802561544,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
51,1224,4595.0,2719.0,1876.0,2713.0,0.0,1.9587935429056924,1.5184099000568376,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
52,1248,4589.0,2838.0,1751.0,2835.0,0.0,1.9592183517417163,1.5194006694388444,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
53,1272,4583.0,2964.0,1619.0,2961.0,0.0,1.9600340136054424,1.519789100482105,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
54,1296,4573.0,3093.0,1480.0,3092.0,0.0,1.9604423649510847,1.5199833621626249,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
55,1320,4571.0,3226.0,1345.0,3226.0,0.0,1.9608677158655887,1.5198543925022248,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
56,1344,4569.0,3381.0,1188.0,3381.0,0.0,1.9616858237547887,1.5202427017717868,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
57,1368,4564.0,3506.0,1058.0,3506.0,0.0,1.9624893435635125,1.5209551289077194,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
58,1392,4557.0,3622.0,935.0,3622.0,0.0,1.964133219470538,1.5217330873877013,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
59,1416,4555.0,3729.0,826.0,3729.0,0.0,1.964133219470538,1.5217330873876969,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
60,1440,4550.0,3821.0,729.0,3821.0,0.0,1.961522017956392,1.5201156170314694,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
61,1464,4547.0,3899.0,648.0,3899.0,0.0,1.961489088575096,1.520484277853694,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
62,1488,4540.0,3981.0,559.0,3981.0,0.0,1.9618843683083511,1.5210051288132884,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
63,1512,4540.0,4061.0,479.0,4061.0,0.0,1.9618843683083511,1.5210051288132835,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
64,1536,4539.0,4133.0,406.0,4133.0,0.0,1.9618680377035131,1.5213308653782878,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
65,1560,4538.0,4183.0,355.0,4183.0,0.0,1.9618680377035131,1.5213308653782922,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
66,1584,4537.0,4238.0,299.0,4238.0,0.0,1.9622803257608232,1.5215265914146994,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
67,1608,4536.0,4283.0,253.0,4283.0,0.0,1.9626929674099485,1.5217223482822164,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
68,1632,4535.0,4331.0,204.0,4331.0,0.0,1.963105963105963,1.5219181358969904,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
69,1656,4535.0,4369.0,166.0,4369.0,0.0,1.963105963105963,1.5219181358969867,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
70,1680,4535.0,4394.0,141.0,4394.0,0.0,1.963105963105963,1.521918135896989,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
71,1704,4534.0,4422.0,112.0,4422.0,0.0,1.9630901287553648,1.5222446408851855,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
72,1728,4534.0,4443.0,91.0,4443.0,0.0,1.9630901287553648,1.5222446408851826,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
73,1752,4534.0,4463.0,71.0,4463.0,0.0,1.9630901287553648,1.522244640885182,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
74,1776,4533.0,4478.0,55.0,4478.0,0.0,1.9630901287553648,1.522244640885186,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
75,1800,4533.0,4491.0,42.0,4491.0,0.0,1.9630901287553648,1.5222446408851826,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
76,1824,4532.0,4501.0,31.0,4501.0,0.0,1.9630901287553648,1.522244640885182,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
77,1848,4532.0,4510.0,22.0,4510.0,0.0,1.9630901287553648,1.522244640885185,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
78,1872,4532.0,4521.0,11.0,4521.0,0.0,1.9630901287553648,1.5222446408851866,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
79,1896,4532.0,4525.0,7.0,4525.0,0.0,1.9630901287553648,1.5222446408851795,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
80,1920,4532.0,4527.0,5.0,4527.0,0.0,1.9630901287553648,1.5222446408851835,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
81,1944,4532.0,4528.0,4.0,4528.0,0.0,1.9630901287553648,1.5222446408851802,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
82,1968,4532.0,4528.0,4.0,4528.0,0.0,1.9630901287553648,1.522244640885185,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
83,1992,4532.0,4530.0,2.0,4530.0,0.0,1.9630901287553648,1.5222446408851806,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
84,2016,4532.0,4530.0,2.0,4530.0,0.0,1.9630901287553648,1.522244640885185,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
85,2040,4532.0,4530.0,2.0,4530.0,0.0,1.9630901287553648,1.5222446408851862,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
86,2064,4532.0,4530.0,2.0,4530.0,0.0,1.9630901287553648,1.5222446408851835,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
87,2088,4532.0,4530.0,2.0,4530.0,0.0,1.9630901287553648,1.5222446408851822,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
88,2112,4532.0,4530.0,2.0,4530.0,0.0,1.9630901287553648,1.5222446408851855,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
89,2136,4532.0,4531.0,1.0,4531.0,0.0,1.9630901287553648,1.5222446408851824,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
90,2160,4532.0,4531.0,1.0,4531.0,0.0,1.9630901287553648,1.5222446408851815,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
91,2184,4532.0,4531.0,1.0,4531.0,0.0,1.9630901287553648,1.5222446408851842,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
92,2208,4532.0,4531.0,1.0,4531.0,0.0,1.9630901287553648,1.5222446408851824,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
93,2232,4532.0,4531.0,1.0,4531.0,0.0,1.9630901287553648,1.5222446408851802,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
94,2256,4532.0,4531.0,1.0,4531.0,0.0,1.9630901287553648,1.5222446408851835,15.0,5,1,100,0.02,25,0,5000,100,90,0,504,20,true,0,0,0,false,0,0
