day,hour,alive,uninfected,infected,recovered,deaths,quarantined,max_infected,variance_infected,mean_infected,run_no,avg_susceptibility,avg_recovery_time,initial_population,initial_infected,average_death_rate,average_recovery_rate,quarantine_delay,mass_testing_intensity,social_distancing_intensity,lockdown_intensity
63,1512,4636,4263,187,186,364,269,8,1.262365969,1.88,85.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,0.0
64,1536,4630,4248,192,190,370,287,8,1.2556290490000002,1.883495146,85.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,0.0
65,1560,4623,4223,205,195,377,287,7,1.191745135,1.846511628,85.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,0.0
0,0,5000,4999,1,0,0,0,0,0.0,0.0,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
1,24,5000,4999,1,0,0,0,0,0.0,0.0,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
2,48,5000,4999,1,0,0,0,0,0.0,0.0,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
3,72,5000,4996,4,0,0,0,2,0.7071067809999999,1.5,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
4,96,5000,4992,8,0,0,0,3,0.957427108,1.75,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
5,120,5000,4985,15,0,0,0,3,0.88640526,1.75,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
6,144,5000,4978,22,0,0,0,3,0.8697184929999999,1.615384615,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
7,168,4998,4970,28,0,2,0,3,0.7932002690000001,1.6875,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
8,192,4996,4964,31,1,4,0,3,0.8084520829999999,1.7777777780000001,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
9,216,4995,4955,39,1,5,0,4,0.973457265,1.952380952,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
10,240,4991,4951,39,1,9,5,4,0.948683298,2.0,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
11,264,4990,4946,43,1,10,5,4,1.023532631,2.0,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
12,288,4988,4941,46,1,12,5,4,1.059874206,1.96,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
13,312,4983,4935,46,2,17,8,4,1.001423488,1.814814815,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
14,336,4979,4926,51,2,21,8,4,1.015038438,1.6969696969999999,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
15,360,4976,4913,61,2,24,8,5,1.06642154,1.882352941,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
16,384,4971,4896,72,3,29,17,6,1.1597939259999999,1.8292682930000002,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
17,408,4966,4888,74,4,34,17,6,1.248901957,1.87804878,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
18,432,4961,4874,82,5,39,17,6,1.309307341,2.0,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
19,456,4958,4861,92,5,42,25,6,1.396109302,2.0851063830000003,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
20,480,4949,4838,106,5,51,25,7,1.389196018,2.033898305,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
21,504,4944,4821,118,5,56,25,7,1.357493448,2.030769231,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
22,528,4939,4806,127,6,61,40,7,1.3126559070000001,1.945945946,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
23,552,4931,4795,127,9,69,40,7,1.307923055,2.040540541,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
24,576,4925,4783,132,10,75,40,7,1.318936594,2.0256410259999997,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
25,600,4918,4770,137,11,82,57,7,1.327068616,2.0370370369999997,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
26,624,4912,4762,136,14,88,57,6,1.207528544,1.927710843,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
27,648,4902,4754,133,15,98,57,6,1.211756754,2.0,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
28,672,4893,4741,134,18,107,65,6,1.208629105,1.941176471,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
29,696,4886,4733,135,18,114,65,6,1.158937986,1.882352941,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
30,720,4879,4721,139,19,121,65,6,1.173405721,1.848837209,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
31,744,4870,4711,137,22,130,79,6,1.166797276,1.829545455,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
32,768,4866,4694,146,26,134,79,6,1.154571225,1.831578947,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
33,792,4856,4679,150,27,144,79,6,1.129667126,1.8210526319999998,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
34,816,4851,4666,156,29,149,92,6,1.114175093,1.831683168,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
35,840,4842,4649,159,34,158,92,6,1.1260967020000001,1.80733945,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
36,864,4835,4632,168,35,165,92,6,1.106525867,1.840707965,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
37,888,4830,4612,179,39,170,111,6,1.149239762,1.8655462180000002,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
38,912,4821,4595,181,45,179,111,6,1.175436427,1.865079365,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
39,936,4813,4579,182,52,187,111,6,1.174769544,1.8769230769999998,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
40,960,4802,4564,181,57,198,135,6,1.1748687,1.865671642,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
41,984,4795,4550,185,60,205,135,6,1.173552294,1.896296296,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
42,1008,4786,4532,189,65,214,135,6,1.161829602,1.914893617,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
43,1032,4782,4509,204,69,218,159,6,1.1411188890000001,1.875,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
44,1056,4774,4489,213,72,226,159,7,1.188506109,1.893081761,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
45,1080,4768,4470,220,78,232,159,7,1.2357844470000001,1.9216867469999999,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
46,1104,4759,4444,229,86,241,188,7,1.258050603,1.90960452,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
47,1128,4751,4416,242,93,249,188,7,1.254531357,1.894179894,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
48,1152,4742,4387,254,101,258,188,7,1.253016261,1.9004975119999998,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
49,1176,4733,4372,256,105,267,209,7,1.238672232,1.9033816430000001,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
50,1200,4722,4352,259,111,278,209,7,1.255817625,1.9417475730000002,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
51,1224,4710,4332,261,117,290,209,7,1.290957404,1.9902439019999998,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
52,1248,4699,4311,265,123,301,239,7,1.255344134,1.9311926609999999,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
53,1272,4685,4295,257,133,315,239,7,1.25791287,1.923423423,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
54,1296,4677,4285,250,142,323,239,7,1.253961975,1.9111111109999999,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
55,1320,4667,4268,249,150,333,260,7,1.260595034,1.938325991,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
56,1344,4657,4250,249,158,343,260,7,1.249233674,1.947826087,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
57,1368,4645,4239,244,162,355,260,7,1.24646088,1.9310344830000001,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
58,1392,4635,4233,238,164,365,288,7,1.266740792,1.944206009,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
59,1416,4623,4223,228,172,377,288,7,1.2710268009999999,1.956709957,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
60,1440,4615,4217,219,179,385,288,7,1.2749950209999998,1.9434782609999999,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
61,1464,4608,4209,210,189,392,317,7,1.2640248029999999,1.9444444440000002,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
62,1488,4599,4200,204,195,401,317,7,1.255283344,1.957081545,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
63,1512,4592,4195,194,203,408,317,7,1.25665121,1.9698275859999999,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
64,1536,4581,4188,180,213,419,342,7,1.259295755,1.99122807,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
65,1560,4569,4176,175,218,431,342,7,1.263005,1.978354978,86.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,80.0
0,0,5000,4999,1,0,0,0,0,0.0,0.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
1,24,5000,4999,1,0,0,0,0,0.0,0.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
2,48,5000,4999,1,0,0,0,0,0.0,0.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
3,72,5000,4999,1,0,0,0,0,0.0,0.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
4,96,5000,4999,1,0,0,0,0,0.0,0.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
5,120,5000,4999,1,0,0,0,0,0.0,0.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
6,144,5000,4997,3,0,0,0,2,0.0,2.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
7,168,4999,4997,2,0,1,0,2,0.0,2.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
8,192,4999,4995,4,0,1,0,3,1.4142135619999998,2.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
9,216,4999,4995,4,0,1,0,3,1.4142135619999998,2.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
10,240,4999,4994,5,0,1,0,3,0.7071067809999999,2.5,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
11,264,4999,4993,6,0,1,0,3,0.0,3.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
12,288,4999,4987,12,0,1,0,3,0.9258200999999999,1.5,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
13,312,4998,4977,21,0,2,0,5,1.549193338,2.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
14,336,4996,4968,28,0,4,0,6,1.65748386,2.142857143,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
15,360,4995,4952,43,0,5,0,6,1.48002574,2.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
16,384,4993,4936,57,0,7,5,6,1.349146784,1.965517241,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
17,408,4989,4925,64,0,11,5,6,1.331581482,1.857142857,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
18,432,4988,4907,81,0,12,5,6,1.3738343130000001,1.795454545,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
19,456,4984,4893,89,2,16,12,6,1.406163108,1.97826087,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
20,480,4979,4880,97,2,21,12,6,1.4917573990000002,2.06122449,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
21,504,4974,4864,107,3,26,12,6,1.518682754,2.090909091,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
22,528,4970,4854,112,4,30,20,6,1.5232467090000001,2.084745763,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
23,552,4965,4837,123,5,35,20,7,1.4466473180000001,1.9692307690000002,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
24,576,4958,4817,135,6,42,20,7,1.472794217,1.868421053,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
25,600,4953,4799,147,7,47,37,7,1.4345543109999999,1.880952381,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
26,624,4947,4777,162,8,53,37,7,1.413757879,1.793814433,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
27,648,4941,4759,169,13,59,37,7,1.42637877,1.843137255,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
28,672,4934,4742,179,13,66,55,7,1.3530438880000002,1.811320755,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
29,696,4927,4730,182,15,73,55,7,1.3782536,1.836363636,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
30,720,4919,4724,178,17,81,55,7,1.400026164,1.895238095,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
31,744,4912,4720,171,21,88,73,7,1.40118242,1.9134615380000002,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
32,768,4895,4712,156,27,105,73,7,1.3827690540000002,1.902912621,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
33,792,4891,4710,152,29,109,73,7,1.401977415,1.931372549,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
34,816,4885,4709,145,31,115,96,7,1.423222309,1.929292929,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
35,840,4883,4708,140,35,117,96,7,1.419062146,1.92,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
36,864,4874,4708,124,42,126,96,7,1.443369208,1.957894737,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
37,888,4868,4707,111,50,132,113,7,1.463482877,1.967391304,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
38,912,4864,4707,105,52,136,113,7,1.468014699,1.9780219780000001,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
39,936,4860,4707,93,60,140,113,7,1.477097892,2.0,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
40,960,4856,4707,84,65,144,119,7,1.481644925,2.011363636,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
41,984,4855,4707,77,71,145,119,7,1.486192353,2.022988506,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
42,1008,4853,4707,68,78,147,119,7,1.486192353,2.022988506,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
43,1032,4851,4707,62,82,149,122,7,1.4949069940000002,2.023255814,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
44,1056,4847,4707,53,87,153,122,7,1.504249097,2.047619048,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
45,1080,4846,4707,48,91,154,122,7,1.508911719,2.060240964,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
46,1104,4844,4707,45,92,156,125,7,1.508911719,2.060240964,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
47,1128,4841,4707,34,100,159,125,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
48,1152,4839,4707,30,102,161,125,7,1.532510398,2.1012658230000003,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
49,1176,4838,4706,22,110,162,125,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
50,1200,4838,4706,21,111,162,125,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
51,1224,4838,4706,21,111,162,125,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
52,1248,4838,4706,18,114,162,126,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
53,1272,4837,4706,14,117,163,126,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
54,1296,4837,4706,13,118,163,126,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
55,1320,4836,4706,10,120,164,129,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
56,1344,4836,4706,7,123,164,129,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
57,1368,4836,4706,6,124,164,129,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
58,1392,4835,4706,5,124,165,129,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
59,1416,4835,4706,4,125,165,129,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
60,1440,4835,4706,3,126,165,129,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
61,1464,4835,4706,2,127,165,130,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
62,1488,4835,4706,1,128,165,130,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
63,1512,4835,4706,1,128,165,130,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
64,1536,4835,4706,1,128,165,130,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
65,1560,4835,4706,1,128,165,130,7,1.5277496480000001,2.0875,87.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,90.0
0,0,5000.0,4999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
1,24,5000.0,4995.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
2,48,5000.0,4992.0,8.0,0.0,0.0,0.0,2.0,0.40824829,1.166666667,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
3,72,4999.0,4990.0,9.0,0.0,1.0,0.0,3.0,0.8944271909999999,1.6,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
4,96,4999.0,4984.0,15.0,0.0,1.0,0.0,4.0,1.164964745,1.75,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
5,120,4999.0,4979.0,20.0,0.0,1.0,0.0,5.0,1.4206272619999998,1.727272727,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
6,144,4997.0,4974.0,23.0,0.0,3.0,0.0,5.0,1.3789543690000001,1.9166666669999999,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
7,168,4996.0,4963.0,33.0,0.0,4.0,2.0,5.0,1.182103388,1.65,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
8,192,4996.0,4947.0,49.0,0.0,4.0,2.0,5.0,1.107318313,1.884615385,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
9,216,4993.0,4934.0,59.0,0.0,7.0,2.0,5.0,1.1528366140000001,1.935483871,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
10,240,4992.0,4922.0,70.0,0.0,8.0,6.0,5.0,1.15847464,1.9722222219999999,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
11,264,4988.0,4914.0,74.0,0.0,12.0,6.0,5.0,1.23024937,2.0,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
12,288,4985.0,4898.0,87.0,0.0,15.0,6.0,5.0,1.308461262,2.046511628,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
13,312,4979.0,4880.0,99.0,0.0,21.0,18.0,5.0,1.3500722330000001,2.083333333,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
14,336,4973.0,4872.0,101.0,0.0,27.0,18.0,5.0,1.313198308,2.1,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
15,360,4971.0,4856.0,115.0,0.0,29.0,18.0,5.0,1.337127725,2.203703704,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
16,384,4964.0,4841.0,121.0,2.0,36.0,27.0,6.0,1.348069894,2.048387097,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
17,408,4959.0,4819.0,137.0,3.0,41.0,27.0,6.0,1.302092598,1.9857142859999999,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
18,432,4951.0,4796.0,151.0,4.0,49.0,27.0,6.0,1.30760957,1.9740259740000001,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
19,456,4940.0,4783.0,152.0,5.0,60.0,38.0,6.0,1.340460907,1.975,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
20,480,4932.0,4764.0,160.0,8.0,68.0,38.0,6.0,1.277305678,1.9239130430000002,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
21,504,4922.0,4745.0,168.0,9.0,78.0,38.0,6.0,1.294317477,1.928571429,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
22,528,4914.0,4733.0,167.0,14.0,86.0,64.0,6.0,1.266897743,1.868686869,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
23,552,4907.0,4725.0,165.0,17.0,93.0,64.0,6.0,1.293072342,1.87628866,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
24,576,4903.0,4713.0,171.0,19.0,97.0,64.0,6.0,1.284380668,1.819047619,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
25,600,4892.0,4706.0,165.0,21.0,108.0,85.0,6.0,1.223372095,1.807692308,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
26,624,4883.0,4703.0,155.0,25.0,117.0,85.0,6.0,1.1924001770000001,1.82,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
27,648,4881.0,4698.0,154.0,29.0,119.0,85.0,6.0,1.200577419,1.831683168,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
28,672,4874.0,4694.0,148.0,32.0,126.0,104.0,6.0,1.2203659,1.84,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
29,696,4868.0,4691.0,141.0,36.0,132.0,104.0,6.0,1.2401747440000002,1.848484848,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
30,720,4860.0,4681.0,140.0,39.0,140.0,104.0,6.0,1.21647431,1.81372549,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
31,744,4855.0,4679.0,131.0,45.0,145.0,111.0,6.0,1.223135563,1.83,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
32,768,4851.0,4673.0,129.0,49.0,149.0,111.0,6.0,1.219803588,1.821782178,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
33,792,4848.0,4671.0,123.0,54.0,152.0,111.0,6.0,1.239542112,1.83,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
34,816,4843.0,4669.0,113.0,61.0,157.0,128.0,6.0,1.2593087729999999,1.8383838380000002,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
35,840,4835.0,4669.0,102.0,64.0,165.0,128.0,6.0,1.2767189190000001,1.863157895,88.0,60.0,504.0,5000.0,1.0,0.2,90.0,3.0,20.0,70.0,100.0
